Subject,Group,Task,Phase,Practice,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,ACC
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1129,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",729,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",931,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",871,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",964,0
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",894,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",812,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",753,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",931,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",776,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",729,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",777,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",776,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",765,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",812,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",755,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",753,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",647,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",741,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1165,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",823,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",730,0
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",799,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",801,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",987,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1048,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",976,0
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",812,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",636,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",707,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",858,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1012,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1188,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1034,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",859,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",872,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",905,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",801,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",882,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",883,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1035,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",764,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",729,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",895,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",706,1
11005,"matching-first","self-matching","02_training1","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",812,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",683,1
11005,"matching-first","self-matching","02_training1","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",896,1
11005,"matching-first","self-matching","02_training1","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",835,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",987,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",624,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",589,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",706,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",647,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",623,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",494,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",636,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",729,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",777,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",565,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",601,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",659,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",600,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",494,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",636,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",612,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",931,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",671,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",752,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",776,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",694,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",741,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",646,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",813,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",777,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",682,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",717,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",576,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",600,0
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",823,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",811,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",695,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",659,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",576,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",730,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",694,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",788,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1058,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",729,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",588,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",718,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",706,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",811,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",978,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",671,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",553,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",706,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",728,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1271,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",718,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",565,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1106,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",847,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",683,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",612,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",648,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",835,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",588,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",683,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1023,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",881,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",882,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",718,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",754,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",952,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",941,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",671,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",741,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",835,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",871,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",837,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",754,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",635,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1000,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",694,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",731,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",671,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",753,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",979,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",884,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",671,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",812,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",624,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",613,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1001,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",907,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",965,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",670,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",777,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",695,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",554,0
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",811,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",823,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",800,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",813,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",624,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",649,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",858,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",565,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",730,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",788,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",752,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",753,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",800,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",705,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",800,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",658,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",670,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",589,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o",NA,NA,NA
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",659,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",695,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",881,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",824,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",718,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",754,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",788,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",647,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",801,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",881,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",871,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1093,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",706,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",576,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",766,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",707,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",788,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",976,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",776,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",611,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",884,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",953,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",800,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",846,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",837,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",670,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",788,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",706,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",600,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",635,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",670,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",730,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",861,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",612,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",589,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",872,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",683,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",529,0
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",647,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",694,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",859,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",847,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",730,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",812,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",589,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",778,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","p",729,0
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",753,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",623,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",529,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",706,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",847,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",647,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",599,1
11005,"matching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",719,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",730,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",893,1
11005,"matching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",717,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",706,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",682,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",823,0
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",612,0
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",872,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",718,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",718,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",813,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",648,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",660,1
11005,"matching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",587,1
