"Subject","Trial","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"995543590","15","self-matching","Matching","self","Self","Self","566","0.566","1"
"995543590","17","self-matching","Matching","friend","Friend","Close","509","0.509","0"
"995543590","19","self-matching","Matching","self","Self","Self","464","0.464","1"
"995543590","25","self-matching","Matching","self","Self","Self","562","0.562","1"
"995543590","29","self-matching","Matching","self","Self","Self","466","0.466","1"
"995543590","31","self-matching","Matching","friend","Friend","Close","602","0.602","0"
"995543590","33","self-matching","Matching","self","Self","Self","640","0.64","1"
"995543590","35","self-matching","Nonmatching","self","Self","Self","585","0.585","1"
"995543590","37","self-matching","Nonmatching","friend","Friend","Close","1074","1.074","1"
"995543590","41","self-matching","Nonmatching","self","Self","Self","1011","1.011","0"
"995543590","43","self-matching","Nonmatching","self","Self","Self","811","0.811","1"
"995543590","45","self-matching","Matching","self","Self","Self","699","0.699","1"
"995543590","47","self-matching","Matching","self","Self","Self","710","0.71","1"
"995543590","49","self-matching","Matching","self","Self","Self","520","0.52","1"
"995543590","51","self-matching","Nonmatching","self","Self","Self","553","0.553","1"
"995543590","53","self-matching","Nonmatching","self","Self","Self","446","0.446","1"
"995543590","55","self-matching","Nonmatching","friend","Friend","Close","605","0.605","1"
"995543590","57","self-matching","Nonmatching","friend","Friend","Close","822","0.822","1"
"995543590","59","self-matching","Matching","self","Self","Self","1018","1.018","1"
"995543590","61","self-matching","Matching","self","Self","Self","877","0.877","1"
"995543590","63","self-matching","Matching","friend","Friend","Close","818","0.818","1"
"995543590","65","self-matching","Nonmatching","friend","Friend","Close","666","0.666","1"
"995543590","67","self-matching","Nonmatching","self","Self","Self","838","0.838","1"
"995543590","69","self-matching","Nonmatching","self","Self","Self","505","0.505","1"
"995543590","71","self-matching","Matching","self","Self","Self","488","0.488","1"
"995543590","73","self-matching","Nonmatching","self","Self","Self","572","0.572","1"
"995543590","75","self-matching","Nonmatching","friend","Friend","Close","983","0.983","1"
"995543590","77","self-matching","Matching","self","Self","Self","789","0.789","1"
"995543590","79","self-matching","Matching","self","Self","Self","776","0.776","1"
"995543590","81","self-matching","Nonmatching","friend","Friend","Close","676","0.676","1"
"995543590","83","self-matching","Matching","self","Self","Self","539","0.539","1"
"995543590","85","self-matching","Nonmatching","friend","Friend","Close","556","0.556","1"
"995543590","89","self-matching","Nonmatching","friend","Friend","Close","569","0.569","1"
"995543590","91","self-matching","Nonmatching","friend","Friend","Close","763","0.763","1"
"995543590","93","self-matching","Nonmatching","friend","Friend","Close","507","0.507","1"
"995543590","95","self-matching","Nonmatching","friend","Friend","Close","348","0.348","1"
"995543590","97","self-matching","Matching","self","Self","Self","469","0.469","1"
"995543590","99","self-matching","Nonmatching","friend","Friend","Close","442","0.442","1"
"995543590","101","self-matching","Matching","self","Self","Self","487","0.487","1"
"995543590","103","self-matching","Matching","friend","Friend","Close","637","0.637","0"
"995543590","105","self-matching","Matching","friend","Friend","Close","1001","1.001","1"
"995543590","107","self-matching","Matching","friend","Friend","Close","503","0.503","1"
"995543590","109","self-matching","Nonmatching","friend","Friend","Close","534","0.534","1"
"995543590","111","self-matching","Matching","self","Self","Self","527","0.527","1"
"995543590","113","self-matching","Matching","self","Self","Self","520","0.52","1"
"995543590","115","self-matching","Matching","friend","Friend","Close","894","0.894","1"
"995543590","117","self-matching","Nonmatching","friend","Friend","Close","789","0.789","1"
"995543590","119","self-matching","Matching","friend","Friend","Close","992","0.992","1"
"995543590","121","self-matching","Nonmatching","self","Self","Self","761","0.761","1"
"995543590","123","self-matching","Nonmatching","friend","Friend","Close","767","0.767","1"
"995543590","125","self-matching","Nonmatching","self","Self","Self","765","0.765","1"
"995543590","127","self-matching","Matching","self","Self","Self","388","0.388","1"
"995543590","129","self-matching","Matching","friend","Friend","Close","401","0.401","0"
"995543590","131","self-matching","Nonmatching","friend","Friend","Close","612","0.612","1"
"995543590","133","self-matching","Matching","friend","Friend","Close","987","0.987","1"
"995543590","135","self-matching","Matching","friend","Friend","Close","905","0.905","1"
"995543590","137","self-matching","Matching","friend","Friend","Close","945","0.945","1"
"995543590","139","self-matching","Nonmatching","self","Self","Self","677","0.677","1"
"995543590","141","self-matching","Matching","friend","Friend","Close","1068","1.068","1"
"995543590","143","self-matching","Matching","friend","Friend","Close","466","0.466","1"
"995543590","145","self-matching","Nonmatching","friend","Friend","Close","525","0.525","1"
"995543590","147","self-matching","Matching","friend","Friend","Close","717","0.717","1"
"995543590","149","self-matching","Nonmatching","friend","Friend","Close","532","0.532","1"
"995543590","151","self-matching","Nonmatching","self","Self","Self","1162","1.162","1"
"995543590","153","self-matching","Nonmatching","self","Self","Self","523","0.523","1"
"995543590","155","self-matching","Matching","friend","Friend","Close","1173","1.173","1"
"995543590","157","self-matching","Matching","self","Self","Self","631","0.631","1"
"995543590","159","self-matching","Nonmatching","self","Self","Self","496","0.496","1"
"995543590","161","self-matching","Nonmatching","self","Self","Self","1000","1","1"
"995543590","163","self-matching","Nonmatching","friend","Friend","Close","698","0.698","1"
"995543590","165","self-matching","Nonmatching","friend","Friend","Close","509","0.509","1"
"995543590","167","self-matching","Nonmatching","self","Self","Self","593","0.593","1"
"995543590","169","self-matching","Nonmatching","self","Self","Self","654","0.654","1"
"995543590","171","self-matching","Nonmatching","self","Self","Self","593","0.593","1"
"995543590","173","self-matching","Nonmatching","self","Self","Self","584","0.584","1"
"995543590","175","self-matching","Matching","friend","Friend","Close","671","0.671","1"
"995543590","177","self-matching","Matching","friend","Friend","Close","877","0.877","1"
"995543590","179","self-matching","Matching","friend","Friend","Close","592","0.592","1"
"995543590","181","self-matching","Matching","friend","Friend","Close","615","0.615","1"
"995543590","183","self-matching","Nonmatching","friend","Friend","Close","852","0.852","1"
"995543590","185","self-matching","Nonmatching","self","Self","Self","714","0.714","1"
"995543590","187","self-matching","Nonmatching","self","Self","Self","548","0.548","1"
"995543590","189","self-matching","Nonmatching","friend","Friend","Close","700","0.7","1"
"995543590","191","self-matching","Matching","self","Self","Self","641","0.641","1"
"995543590","193","self-matching","Matching","friend","Friend","Close","748","0.748","0"
"995543590","195","self-matching","Matching","friend","Friend","Close","721","0.721","1"
"995543590","197","self-matching","Nonmatching","self","Self","Self","602","0.602","1"
"995543590","199","self-matching","Nonmatching","self","Self","Self","1055","1.055","1"
"995543590","201","self-matching","Nonmatching","self","Self","Self","388","0.388","1"
"995543590","203","self-matching","Matching","self","Self","Self","474","0.474","1"
"995543590","205","self-matching","Nonmatching","self","Self","Self","407","0.407","1"
"995543590","207","self-matching","Nonmatching","friend","Friend","Close","558","0.558","1"
"995543590","209","self-matching","Nonmatching","friend","Friend","Close","832","0.832","1"
"995543590","211","self-matching","Nonmatching","self","Self","Self","881","0.881","1"
"995543590","213","self-matching","Nonmatching","self","Self","Self","864","0.864","1"
"995543590","215","self-matching","Matching","self","Self","Self","376","0.376","1"
"995543590","217","self-matching","Nonmatching","friend","Friend","Close","456","0.456","1"
"995543590","219","self-matching","Nonmatching","self","Self","Self","834","0.834","1"
"995543590","221","self-matching","Nonmatching","friend","Friend","Close","634","0.634","1"
"995543590","223","self-matching","Matching","friend","Friend","Close","805","0.805","0"
"995543590","225","self-matching","Matching","friend","Friend","Close","524","0.524","1"
"995543590","227","self-matching","Matching","friend","Friend","Close","645","0.645","1"
"995543590","229","self-matching","Matching","self","Self","Self","655","0.655","1"
"995543590","231","self-matching","Matching","self","Self","Self","408","0.408","1"
"995543590","233","self-matching","Matching","friend","Friend","Close","376","0.376","0"
"995543590","235","self-matching","Nonmatching","friend","Friend","Close","662","0.662","1"
"995543590","237","self-matching","Nonmatching","friend","Friend","Close","674","0.674","1"
"995543590","239","self-matching","Matching","friend","Friend","Close","809","0.809","1"
"995543592","1","self-matching","Matching","friend","Friend","Close","255","0.255","1"
"995543592","5","self-matching","Matching","friend","Friend","Close","565","0.565","1"
"995543592","7","self-matching","Matching","friend","Friend","Close","563","0.563","1"
"995543592","9","self-matching","Matching","self","Self","Self","276","0.276","1"
"995543592","11","self-matching","Matching","friend","Friend","Close","425","0.425","1"
"995543592","13","self-matching","Matching","self","Self","Self","275","0.275","1"
"995543592","15","self-matching","Nonmatching","self","Self","Self","352","0.352","0"
"995543592","17","self-matching","Matching","self","Self","Self","338","0.338","1"
"995543592","19","self-matching","Nonmatching","self","Self","Self","779","0.779","1"
"995543592","21","self-matching","Nonmatching","friend","Friend","Close","521","0.521","0"
"995543592","23","self-matching","Nonmatching","friend","Friend","Close","400","0.4","0"
"995543592","25","self-matching","Nonmatching","self","Self","Self","513","0.513","0"
"995543592","27","self-matching","Matching","self","Self","Self","738","0.738","1"
"995543592","29","self-matching","Matching","friend","Friend","Close","335","0.335","1"
"995543592","31","self-matching","Matching","self","Self","Self","319","0.319","1"
"995543592","33","self-matching","Nonmatching","friend","Friend","Close","680","0.68","1"
"995543592","35","self-matching","Nonmatching","self","Self","Self","872","0.872","1"
"995543592","37","self-matching","Nonmatching","self","Self","Self","727","0.727","1"
"995543592","39","self-matching","Matching","self","Self","Self","540","0.54","1"
"995543592","41","self-matching","Nonmatching","friend","Friend","Close","712","0.712","0"
"995543592","45","self-matching","Matching","friend","Friend","Close","805","0.805","1"
"995543592","47","self-matching","Nonmatching","friend","Friend","Close","1072","1.072","1"
"995543592","49","self-matching","Nonmatching","friend","Friend","Close","719","0.719","1"
"995543592","51","self-matching","Matching","friend","Friend","Close","755","0.755","1"
"995543592","53","self-matching","Nonmatching","friend","Friend","Close","689","0.689","1"
"995543592","55","self-matching","Matching","friend","Friend","Close","929","0.929","1"
"995543592","57","self-matching","Matching","self","Self","Self","799","0.799","1"
"995543592","59","self-matching","Nonmatching","self","Self","Self","751","0.751","1"
"995543592","61","self-matching","Matching","self","Self","Self","696","0.696","1"
"995543592","63","self-matching","Matching","friend","Friend","Close","653","0.653","1"
"995543592","65","self-matching","Matching","friend","Friend","Close","697","0.697","1"
"995543592","67","self-matching","Matching","friend","Friend","Close","396","0.396","1"
"995543592","69","self-matching","Matching","friend","Friend","Close","591","0.591","1"
"995543592","71","self-matching","Matching","friend","Friend","Close","714","0.714","1"
"995543592","73","self-matching","Matching","self","Self","Self","1166","1.166","1"
"995543592","75","self-matching","Matching","friend","Friend","Close","766","0.766","1"
"995543592","77","self-matching","Nonmatching","friend","Friend","Close","989","0.989","0"
"995543592","79","self-matching","Matching","self","Self","Self","571","0.571","1"
"995543592","81","self-matching","Matching","friend","Friend","Close","575","0.575","1"
"995543592","83","self-matching","Matching","friend","Friend","Close","624","0.624","1"
"995543592","85","self-matching","Nonmatching","self","Self","Self","1015","1.015","1"
"995543592","87","self-matching","Nonmatching","self","Self","Self","930","0.93","1"
"995543592","89","self-matching","Matching","self","Self","Self","638","0.638","1"
"995543592","91","self-matching","Nonmatching","friend","Friend","Close","991","0.991","1"
"995543592","93","self-matching","Matching","self","Self","Self","990","0.99","1"
"995543592","95","self-matching","Nonmatching","self","Self","Self","776","0.776","1"
"995543592","97","self-matching","Nonmatching","self","Self","Self","536","0.536","1"
"995543592","101","self-matching","Nonmatching","friend","Friend","Close","468","0.468","0"
"995543592","103","self-matching","Matching","friend","Friend","Close","981","0.981","1"
"995543592","105","self-matching","Nonmatching","self","Self","Self","492","0.492","1"
"995543592","107","self-matching","Matching","friend","Friend","Close","616","0.616","0"
"995543592","109","self-matching","Matching","self","Self","Self","909","0.909","1"
"995543592","111","self-matching","Nonmatching","self","Self","Self","898","0.898","1"
"995543592","113","self-matching","Nonmatching","self","Self","Self","467","0.467","1"
"995543592","115","self-matching","Nonmatching","friend","Friend","Close","308","0.308","0"
"995543592","119","self-matching","Nonmatching","friend","Friend","Close","1028","1.028","0"
"995543592","121","self-matching","Matching","friend","Friend","Close","563","0.563","1"
"995543592","123","self-matching","Matching","self","Self","Self","1004","1.004","1"
"995543592","125","self-matching","Matching","friend","Friend","Close","837","0.837","1"
"995543592","127","self-matching","Matching","self","Self","Self","978","0.978","1"
"995543592","129","self-matching","Matching","self","Self","Self","599","0.599","1"
"995543592","131","self-matching","Nonmatching","self","Self","Self","753","0.753","1"
"995543592","133","self-matching","Matching","self","Self","Self","842","0.842","1"
"995543592","135","self-matching","Nonmatching","friend","Friend","Close","708","0.708","1"
"995543592","137","self-matching","Matching","self","Self","Self","561","0.561","1"
"995543592","139","self-matching","Nonmatching","self","Self","Self","860","0.86","1"
"995543592","141","self-matching","Matching","friend","Friend","Close","687","0.687","1"
"995543592","143","self-matching","Matching","friend","Friend","Close","475","0.475","1"
"995543592","145","self-matching","Nonmatching","friend","Friend","Close","888","0.888","1"
"995543592","147","self-matching","Nonmatching","friend","Friend","Close","475","0.475","0"
"995543592","151","self-matching","Matching","self","Self","Self","628","0.628","1"
"995543592","153","self-matching","Matching","self","Self","Self","938","0.938","1"
"995543592","155","self-matching","Matching","self","Self","Self","694","0.694","1"
"995543592","157","self-matching","Matching","self","Self","Self","693","0.693","1"
"995543592","161","self-matching","Matching","friend","Friend","Close","910","0.91","1"
"995543592","163","self-matching","Nonmatching","friend","Friend","Close","644","0.644","1"
"995543592","165","self-matching","Nonmatching","self","Self","Self","965","0.965","0"
"995543592","167","self-matching","Nonmatching","friend","Friend","Close","519","0.519","0"
"995543592","171","self-matching","Nonmatching","self","Self","Self","1113","1.113","1"
"995543592","173","self-matching","Nonmatching","self","Self","Self","753","0.753","1"
"995543592","175","self-matching","Nonmatching","friend","Friend","Close","1129","1.129","1"
"995543592","177","self-matching","Nonmatching","friend","Friend","Close","812","0.812","1"
"995543592","179","self-matching","Nonmatching","self","Self","Self","722","0.722","1"
"995543592","181","self-matching","Nonmatching","friend","Friend","Close","773","0.773","1"
"995543592","183","self-matching","Nonmatching","self","Self","Self","890","0.89","1"
"995543592","185","self-matching","Matching","friend","Friend","Close","724","0.724","1"
"995543592","187","self-matching","Matching","self","Self","Self","755","0.755","1"
"995543592","189","self-matching","Nonmatching","self","Self","Self","1065","1.065","0"
"995543592","191","self-matching","Matching","self","Self","Self","657","0.657","1"
"995543592","193","self-matching","Matching","friend","Friend","Close","376","0.376","1"
"995543592","197","self-matching","Matching","friend","Friend","Close","853","0.853","1"
"995543592","199","self-matching","Nonmatching","self","Self","Self","926","0.926","1"
"995543592","201","self-matching","Nonmatching","self","Self","Self","813","0.813","1"
"995543592","203","self-matching","Nonmatching","friend","Friend","Close","1147","1.147","1"
"995543592","205","self-matching","Nonmatching","self","Self","Self","1003","1.003","1"
"995543592","207","self-matching","Matching","friend","Friend","Close","658","0.658","0"
"995543592","209","self-matching","Matching","self","Self","Self","890","0.89","1"
"995543592","211","self-matching","Matching","self","Self","Self","996","0.996","1"
"995543592","213","self-matching","Nonmatching","friend","Friend","Close","954","0.954","1"
"995543592","215","self-matching","Matching","friend","Friend","Close","579","0.579","1"
"995543592","217","self-matching","Nonmatching","friend","Friend","Close","596","0.596","1"
"995543592","219","self-matching","Nonmatching","friend","Friend","Close","764","0.764","1"
"995543592","221","self-matching","Nonmatching","self","Self","Self","855","0.855","1"
"995543592","223","self-matching","Matching","self","Self","Self","888","0.888","1"
"995543592","225","self-matching","Matching","self","Self","Self","1031","1.031","1"
"995543592","229","self-matching","Nonmatching","self","Self","Self","972","0.972","1"
"995543592","231","self-matching","Nonmatching","friend","Friend","Close","948","0.948","0"
"995543592","235","self-matching","Matching","self","Self","Self","870","0.87","1"
"995543592","237","self-matching","Nonmatching","friend","Friend","Close","877","0.877","0"
"995543592","239","self-matching","Nonmatching","friend","Friend","Close","784","0.784","1"
"995543595","3","self-matching","Matching","self","Self","Self","474","0.474","1"
"995543595","5","self-matching","Matching","friend","Friend","Close","338","0.338","0"
"995543595","7","self-matching","Matching","self","Self","Self","465","0.465","1"
"995543595","9","self-matching","Matching","self","Self","Self","433","0.433","1"
"995543595","11","self-matching","Nonmatching","friend","Friend","Close","938","0.938","1"
"995543595","13","self-matching","Nonmatching","self","Self","Self","887","0.887","1"
"995543595","15","self-matching","Matching","friend","Friend","Close","777","0.777","1"
"995543595","17","self-matching","Nonmatching","friend","Friend","Close","567","0.567","1"
"995543595","19","self-matching","Matching","friend","Friend","Close","644","0.644","1"
"995543595","21","self-matching","Matching","friend","Friend","Close","508","0.508","1"
"995543595","23","self-matching","Matching","self","Self","Self","405","0.405","1"
"995543595","25","self-matching","Matching","friend","Friend","Close","775","0.775","0"
"995543595","27","self-matching","Nonmatching","self","Self","Self","704","0.704","1"
"995543595","29","self-matching","Nonmatching","self","Self","Self","608","0.608","0"
"995543595","31","self-matching","Nonmatching","friend","Friend","Close","1038","1.038","1"
"995543595","33","self-matching","Nonmatching","friend","Friend","Close","698","0.698","1"
"995543595","35","self-matching","Matching","self","Self","Self","496","0.496","1"
"995543595","37","self-matching","Matching","self","Self","Self","496","0.496","1"
"995543595","39","self-matching","Matching","self","Self","Self","332","0.332","1"
"995543595","41","self-matching","Nonmatching","self","Self","Self","763","0.763","1"
"995543595","43","self-matching","Matching","friend","Friend","Close","444","0.444","1"
"995543595","45","self-matching","Matching","friend","Friend","Close","608","0.608","1"
"995543595","47","self-matching","Matching","friend","Friend","Close","563","0.563","1"
"995543595","49","self-matching","Matching","friend","Friend","Close","456","0.456","1"
"995543595","51","self-matching","Nonmatching","self","Self","Self","303","0.303","0"
"995543595","53","self-matching","Matching","friend","Friend","Close","428","0.428","1"
"995543595","55","self-matching","Matching","friend","Friend","Close","414","0.414","1"
"995543595","57","self-matching","Nonmatching","self","Self","Self","425","0.425","1"
"995543595","59","self-matching","Nonmatching","friend","Friend","Close","900","0.9","1"
"995543595","61","self-matching","Matching","self","Self","Self","378","0.378","1"
"995543595","63","self-matching","Matching","self","Self","Self","290","0.29","1"
"995543595","65","self-matching","Matching","friend","Friend","Close","480","0.48","0"
"995543595","67","self-matching","Matching","self","Self","Self","418","0.418","1"
"995543595","69","self-matching","Matching","friend","Friend","Close","575","0.575","1"
"995543595","71","self-matching","Matching","self","Self","Self","482","0.482","1"
"995543595","73","self-matching","Nonmatching","friend","Friend","Close","505","0.505","1"
"995543595","75","self-matching","Matching","self","Self","Self","444","0.444","1"
"995543595","77","self-matching","Matching","self","Self","Self","467","0.467","1"
"995543595","79","self-matching","Matching","self","Self","Self","376","0.376","1"
"995543595","81","self-matching","Matching","self","Self","Self","337","0.337","1"
"995543595","83","self-matching","Nonmatching","friend","Friend","Close","408","0.408","1"
"995543595","85","self-matching","Nonmatching","friend","Friend","Close","542","0.542","1"
"995543595","87","self-matching","Matching","friend","Friend","Close","569","0.569","1"
"995543595","89","self-matching","Nonmatching","self","Self","Self","868","0.868","1"
"995543595","91","self-matching","Matching","self","Self","Self","340","0.34","1"
"995543595","93","self-matching","Nonmatching","self","Self","Self","813","0.813","0"
"995543595","95","self-matching","Matching","self","Self","Self","312","0.312","1"
"995543595","97","self-matching","Matching","friend","Friend","Close","466","0.466","1"
"995543595","99","self-matching","Nonmatching","self","Self","Self","506","0.506","1"
"995543595","101","self-matching","Matching","friend","Friend","Close","642","0.642","1"
"995543595","103","self-matching","Matching","friend","Friend","Close","528","0.528","1"
"995543595","105","self-matching","Matching","self","Self","Self","461","0.461","1"
"995543595","107","self-matching","Nonmatching","self","Self","Self","629","0.629","1"
"995543595","109","self-matching","Nonmatching","self","Self","Self","572","0.572","0"
"995543595","111","self-matching","Nonmatching","friend","Friend","Close","843","0.843","1"
"995543595","113","self-matching","Nonmatching","self","Self","Self","482","0.482","1"
"995543595","115","self-matching","Matching","friend","Friend","Close","676","0.676","1"
"995543595","117","self-matching","Nonmatching","self","Self","Self","765","0.765","1"
"995543595","119","self-matching","Nonmatching","friend","Friend","Close","707","0.707","1"
"995543595","121","self-matching","Nonmatching","friend","Friend","Close","787","0.787","1"
"995543595","123","self-matching","Matching","self","Self","Self","389","0.389","1"
"995543595","125","self-matching","Matching","self","Self","Self","382","0.382","1"
"995543595","127","self-matching","Nonmatching","self","Self","Self","508","0.508","1"
"995543595","129","self-matching","Matching","friend","Friend","Close","462","0.462","1"
"995543595","131","self-matching","Nonmatching","self","Self","Self","724","0.724","1"
"995543595","133","self-matching","Nonmatching","self","Self","Self","491","0.491","1"
"995543595","135","self-matching","Nonmatching","friend","Friend","Close","676","0.676","1"
"995543595","137","self-matching","Nonmatching","friend","Friend","Close","673","0.673","1"
"995543595","139","self-matching","Nonmatching","friend","Friend","Close","401","0.401","1"
"995543595","141","self-matching","Matching","friend","Friend","Close","507","0.507","0"
"995543595","143","self-matching","Matching","friend","Friend","Close","380","0.38","0"
"995543595","145","self-matching","Matching","self","Self","Self","503","0.503","1"
"995543595","147","self-matching","Nonmatching","friend","Friend","Close","595","0.595","1"
"995543595","149","self-matching","Matching","self","Self","Self","737","0.737","1"
"995543595","151","self-matching","Nonmatching","self","Self","Self","575","0.575","1"
"995543595","153","self-matching","Nonmatching","friend","Friend","Close","1035","1.035","1"
"995543595","155","self-matching","Matching","self","Self","Self","550","0.55","1"
"995543595","157","self-matching","Matching","friend","Friend","Close","985","0.985","1"
"995543595","159","self-matching","Nonmatching","friend","Friend","Close","510","0.51","1"
"995543595","161","self-matching","Nonmatching","self","Self","Self","914","0.914","0"
"995543595","163","self-matching","Matching","friend","Friend","Close","767","0.767","1"
"995543595","165","self-matching","Nonmatching","friend","Friend","Close","543","0.543","1"
"995543595","167","self-matching","Matching","self","Self","Self","588","0.588","1"
"995543595","169","self-matching","Matching","friend","Friend","Close","652","0.652","1"
"995543595","171","self-matching","Nonmatching","self","Self","Self","631","0.631","1"
"995543595","173","self-matching","Nonmatching","friend","Friend","Close","703","0.703","1"
"995543595","175","self-matching","Matching","self","Self","Self","485","0.485","1"
"995543595","177","self-matching","Matching","self","Self","Self","465","0.465","1"
"995543595","179","self-matching","Nonmatching","self","Self","Self","815","0.815","1"
"995543595","181","self-matching","Nonmatching","friend","Friend","Close","758","0.758","1"
"995543595","183","self-matching","Nonmatching","self","Self","Self","1133","1.133","1"
"995543595","185","self-matching","Nonmatching","friend","Friend","Close","543","0.543","1"
"995543595","187","self-matching","Nonmatching","self","Self","Self","579","0.579","1"
"995543595","189","self-matching","Nonmatching","self","Self","Self","425","0.425","1"
"995543595","191","self-matching","Matching","self","Self","Self","378","0.378","1"
"995543595","193","self-matching","Nonmatching","self","Self","Self","460","0.46","1"
"995543595","195","self-matching","Nonmatching","friend","Friend","Close","660","0.66","1"
"995543595","197","self-matching","Nonmatching","friend","Friend","Close","705","0.705","1"
"995543595","199","self-matching","Nonmatching","friend","Friend","Close","405","0.405","1"
"995543595","201","self-matching","Nonmatching","friend","Friend","Close","384","0.384","1"
"995543595","203","self-matching","Matching","friend","Friend","Close","548","0.548","1"
"995543595","205","self-matching","Matching","self","Self","Self","542","0.542","1"
"995543595","207","self-matching","Matching","self","Self","Self","352","0.352","1"
"995543595","209","self-matching","Nonmatching","self","Self","Self","460","0.46","1"
"995543595","211","self-matching","Nonmatching","friend","Friend","Close","550","0.55","1"
"995543595","213","self-matching","Nonmatching","self","Self","Self","795","0.795","1"
"995543595","215","self-matching","Nonmatching","friend","Friend","Close","580","0.58","1"
"995543595","217","self-matching","Matching","friend","Friend","Close","639","0.639","1"
"995543595","219","self-matching","Matching","friend","Friend","Close","674","0.674","0"
"995543595","221","self-matching","Nonmatching","self","Self","Self","741","0.741","1"
"995543595","223","self-matching","Nonmatching","self","Self","Self","562","0.562","1"
"995543595","225","self-matching","Nonmatching","self","Self","Self","252","0.252","1"
"995543595","227","self-matching","Matching","friend","Friend","Close","389","0.389","1"
"995543595","229","self-matching","Nonmatching","self","Self","Self","469","0.469","1"
"995543595","231","self-matching","Matching","friend","Friend","Close","431","0.431","0"
"995543595","235","self-matching","Nonmatching","friend","Friend","Close","475","0.475","1"
"995543595","237","self-matching","Matching","self","Self","Self","264","0.264","0"
"995543595","239","self-matching","Nonmatching","friend","Friend","Close","546","0.546","1"
"995543596","1","self-matching","Nonmatching","friend","Friend","Close","1108","1.108","1"
"995543596","3","self-matching","Matching","self","Self","Self","610","0.61","1"
"995543596","5","self-matching","Matching","friend","Friend","Close","708","0.708","0"
"995543596","7","self-matching","Matching","friend","Friend","Close","890","0.89","1"
"995543596","9","self-matching","Matching","self","Self","Self","504","0.504","1"
"995543596","11","self-matching","Nonmatching","friend","Friend","Close","439","0.439","1"
"995543596","13","self-matching","Matching","self","Self","Self","671","0.671","1"
"995543596","15","self-matching","Nonmatching","self","Self","Self","558","0.558","1"
"995543596","17","self-matching","Nonmatching","self","Self","Self","650","0.65","1"
"995543596","19","self-matching","Matching","self","Self","Self","466","0.466","1"
"995543596","21","self-matching","Matching","self","Self","Self","489","0.489","1"
"995543596","23","self-matching","Matching","self","Self","Self","456","0.456","1"
"995543596","25","self-matching","Matching","friend","Friend","Close","600","0.6","1"
"995543596","27","self-matching","Matching","self","Self","Self","457","0.457","1"
"995543596","29","self-matching","Nonmatching","friend","Friend","Close","601","0.601","1"
"995543596","31","self-matching","Nonmatching","friend","Friend","Close","675","0.675","1"
"995543596","33","self-matching","Matching","self","Self","Self","570","0.57","1"
"995543596","35","self-matching","Matching","self","Self","Self","430","0.43","1"
"995543596","37","self-matching","Nonmatching","friend","Friend","Close","743","0.743","1"
"995543596","39","self-matching","Nonmatching","friend","Friend","Close","564","0.564","1"
"995543596","41","self-matching","Matching","friend","Friend","Close","464","0.464","1"
"995543596","43","self-matching","Matching","friend","Friend","Close","528","0.528","0"
"995543596","45","self-matching","Nonmatching","friend","Friend","Close","645","0.645","1"
"995543596","47","self-matching","Matching","self","Self","Self","606","0.606","1"
"995543596","49","self-matching","Nonmatching","self","Self","Self","544","0.544","1"
"995543596","51","self-matching","Matching","friend","Friend","Close","652","0.652","1"
"995543596","53","self-matching","Nonmatching","self","Self","Self","516","0.516","1"
"995543596","55","self-matching","Nonmatching","self","Self","Self","473","0.473","1"
"995543596","57","self-matching","Nonmatching","self","Self","Self","544","0.544","1"
"995543596","59","self-matching","Nonmatching","self","Self","Self","429","0.429","1"
"995543596","61","self-matching","Matching","self","Self","Self","487","0.487","1"
"995543596","63","self-matching","Nonmatching","friend","Friend","Close","501","0.501","1"
"995543596","65","self-matching","Nonmatching","self","Self","Self","499","0.499","0"
"995543596","67","self-matching","Nonmatching","friend","Friend","Close","529","0.529","0"
"995543596","69","self-matching","Nonmatching","self","Self","Self","582","0.582","1"
"995543596","71","self-matching","Matching","self","Self","Self","752","0.752","1"
"995543596","73","self-matching","Nonmatching","self","Self","Self","485","0.485","1"
"995543596","75","self-matching","Nonmatching","self","Self","Self","603","0.603","1"
"995543596","77","self-matching","Matching","friend","Friend","Close","597","0.597","0"
"995543596","79","self-matching","Matching","friend","Friend","Close","607","0.607","1"
"995543596","81","self-matching","Matching","self","Self","Self","569","0.569","1"
"995543596","83","self-matching","Nonmatching","self","Self","Self","507","0.507","1"
"995543596","85","self-matching","Nonmatching","self","Self","Self","425","0.425","0"
"995543596","87","self-matching","Matching","friend","Friend","Close","650","0.65","1"
"995543596","89","self-matching","Nonmatching","self","Self","Self","498","0.498","1"
"995543596","91","self-matching","Nonmatching","friend","Friend","Close","689","0.689","1"
"995543596","93","self-matching","Matching","friend","Friend","Close","616","0.616","1"
"995543596","95","self-matching","Nonmatching","self","Self","Self","465","0.465","1"
"995543596","97","self-matching","Matching","friend","Friend","Close","513","0.513","1"
"995543596","99","self-matching","Nonmatching","self","Self","Self","479","0.479","1"
"995543596","101","self-matching","Matching","friend","Friend","Close","894","0.894","1"
"995543596","103","self-matching","Nonmatching","friend","Friend","Close","492","0.492","1"
"995543596","105","self-matching","Nonmatching","self","Self","Self","891","0.891","1"
"995543596","107","self-matching","Matching","self","Self","Self","513","0.513","1"
"995543596","109","self-matching","Matching","self","Self","Self","559","0.559","1"
