"Subject","Trial","Shape","ShapeCode","Label","LabelCode","RespKey","RT","CorrectResp","SubjectName"
3,9,"circle",3,"you",1,1,1013,1,"test"
3,10,"circle",3,"stranger",3,2,873,1,"test"
3,11,"circle",3,"stranger",3,2,792,1,"test"
3,12,"triangle",1,"friend",2,1,1203,1,"test"
3,13,"square",2,"friend",2,2,922,1,"test"
3,14,"circle",3,"stranger",3,1,628,0,"test"
3,15,"circle",3,"friend",2,1,811,1,"test"
3,16,"circle",3,"you",1,2,767,0,"test"
3,17,"circle",3,"stranger",3,1,742,0,"test"
3,18,"triangle",1,"stranger",3,1,806,1,"test"
3,19,"triangle",1,"you",1,2,834,1,"test"
3,20,"triangle",1,"you",1,2,659,1,"test"
3,21,"triangle",1,"friend",2,1,694,1,"test"
3,22,"square",2,"friend",2,2,827,1,"test"
3,23,"square",2,"stranger",3,1,706,1,"test"
3,24,"square",2,"you",1,1,854,1,"test"
3,25,"square",2,"friend",2,2,776,1,"test"
3,26,"triangle",1,"you",1,2,654,1,"test"
3,27,"square",2,"stranger",3,2,976,0,"test"
3,28,"square",2,"friend",2,2,856,1,"test"
3,29,"circle",3,"stranger",3,1,864,0,"test"
3,30,"circle",3,"friend",2,1,781,1,"test"
3,31,"circle",3,"you",1,1,828,1,"test"
3,32,"triangle",1,"friend",2,1,787,1,"test"
3,33,"square",2,"you",1,1,897,1,"test"
3,34,"triangle",1,"you",1,1,753,0,"test"
3,35,"triangle",1,"stranger",3,1,653,1,"test"
3,36,"circle",3,"stranger",3,2,1144,1,"test"
3,37,"circle",3,"friend",2,1,980,1,"test"
3,38,"triangle",1,"friend",2,1,950,1,"test"
3,39,"square",2,"friend",2,2,821,1,"test"
3,40,"square",2,"you",1,1,955,1,"test"
3,41,"square",2,"friend",2,2,873,1,"test"
3,42,"triangle",1,"you",1,2,756,1,"test"
3,43,"triangle",1,"stranger",3,2,961,0,"test"
3,44,"triangle",1,"you",1,2,686,1,"test"
3,45,"circle",3,"stranger",3,1,978,0,"test"
3,46,"circle",3,"stranger",3,2,610,1,"test"
3,47,"square",2,"stranger",3,1,874,1,"test"
3,48,"circle",3,"you",1,1,823,1,"test"
3,49,"circle",3,"stranger",3,2,1025,1,"test"
3,50,"triangle",1,"stranger",3,1,833,1,"test"
3,51,"square",2,"friend",2,2,730,1,"test"
3,52,"triangle",1,"you",1,2,661,1,"test"
3,53,"square",2,"friend",2,2,905,1,"test"
3,54,"square",2,"you",1,1,787,1,"test"
3,55,"triangle",1,"you",1,2,548,1,"test"
3,56,"circle",3,"friend",2,1,955,1,"test"
3,57,"triangle",1,"friend",2,1,735,1,"test"
3,58,"circle",3,"stranger",3,1,956,0,"test"
3,59,"square",2,"stranger",3,1,673,1,"test"
3,60,"circle",3,"you",1,1,855,1,"test"
3,61,"triangle",1,"friend",2,1,746,1,"test"
3,62,"triangle",1,"you",1,2,588,1,"test"
3,63,"square",2,"friend",2,2,883,1,"test"
3,64,"circle",3,"stranger",3,2,760,1,"test"
3,65,"square",2,"friend",2,1,773,0,"test"
3,66,"circle",3,"stranger",3,1,779,0,"test"
3,67,"circle",3,"you",1,1,1004,1,"test"
3,68,"triangle",1,"stranger",3,1,737,1,"test"
3,69,"circle",3,"friend",2,1,1107,1,"test"
3,70,"triangle",1,"you",1,2,732,1,"test"
3,71,"square",2,"you",1,1,605,1,"test"
3,72,"square",2,"stranger",3,1,625,1,"test"
3,73,"circle",3,"you",1,1,778,1,"test"
3,74,"triangle",1,"friend",2,1,751,1,"test"
3,75,"circle",3,"stranger",3,2,1087,1,"test"
3,76,"triangle",1,"stranger",3,1,909,1,"test"
3,77,"square",2,"friend",2,2,958,1,"test"
3,78,"circle",3,"friend",2,1,809,1,"test"
3,79,"square",2,"stranger",3,2,1055,0,"test"
3,80,"square",2,"you",1,1,895,1,"test"
3,81,"triangle",1,"you",1,2,665,1,"test"
3,82,"square",2,"friend",2,2,864,1,"test"
3,83,"circle",3,"stranger",3,2,1051,1,"test"
3,84,"triangle",1,"you",1,2,679,1,"test"
3,85,"circle",3,"friend",2,2,856,0,"test"
3,86,"triangle",1,"friend",2,1,730,1,"test"
3,87,"circle",3,"stranger",3,2,767,1,"test"
3,88,"triangle",1,"stranger",3,1,1171,1,"test"
3,89,"triangle",1,"you",1,2,631,1,"test"
3,90,"circle",3,"you",1,1,981,1,"test"
3,91,"triangle",1,"you",1,2,595,1,"test"
3,92,"square",2,"stranger",3,2,703,0,"test"
3,93,"square",2,"you",1,1,784,1,"test"
3,94,"square",2,"friend",2,2,788,1,"test"
3,95,"circle",3,"stranger",3,2,1286,1,"test"
3,96,"square",2,"friend",2,2,843,1,"test"
